,Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude,coordinates,Distance
934,Swiss Bakery,143 3rd Avenue E,Bakeries,4.0,122,$,1,49.2683832324201,-123.10165840848,"49.2683832324201,-123.10165840848",3089.0
935,Ryuu Japanese Kitchen,757 Seymour Street,Japanese,3.5,76,$$,2,49.28104,-123.11816,"49.28104,-123.11816",1022.0
936,Kilimanjaro Snack House and Catering,789 Kingsway,Indian,4.0,23,$$,2,49.2558517,-123.0872116,"49.2558517,-123.0872116",4870.0
937,Thai Basil,2184 Cornwall Avenue,Thai,3.5,59,$,1,49.2724419,-123.1544571,"49.2724419,-123.1544571",4234.0
938,Raku Japanese Kitchen,1860 Marine Drive,Japanese,4.5,22,,0,49.32856,-123.16391,"49.32856,-123.16391",9097.0
939,Ho Yuen Kee,6236 Fraser Street,Chinese,3.5,209,$$,2,49.2279399,-123.09029,"49.2279399,-123.09029",11066.0
940,Bangkok City Cafe,2953 W 4th Avenue,Thai,4.0,149,$$,2,49.2684919913261,-123.17027069431,"49.2684919913261,-123.17027069431",5978.0
941,King's Wok,555 W 12th Ave,Chinese,4.0,1,,0,49.26082467067226,-123.11630498617887,"49.26082467067226,-123.11630498617887",3718.0
942,Novella Coffee Bar,2650 Main Street,Breakfast & Brunch,5.0,1,,0,49.261335,-123.100649,"49.261335,-123.100649",3870.0
943,The Gull Bar + Kitchen,175 1st Street E,Bars,4.5,27,,0,49.3106819394397,-123.076079994813,"49.3106819394397,-123.076079994813",11498.0
944,Salt Tasting Room,45 Blood Alley Square,Wine Bars,4.0,504,$$,2,49.2833019455415,-123.106055259705,"49.2833019455415,-123.106055259705",901.0
945,Gyo Para Gyoza & Ramen Bar,2120 W Broadway,Ramen,4.0,97,$$,2,49.2637073656912,-123.153455257416,"49.2637073656912,-123.153455257416",4710.0
946,The Heatley,696 E Hastings Street,Pubs,3.0,55,$$,2,49.2810155,-123.089733,"49.2810155,-123.089733",2299.0
947,Sabra Kosher Bakery & Restaurant,3844 Oak St,Kosher,3.5,21,$$,2,49.2514614,-123.1272741,"49.2514614,-123.1272741",6270.0
948,Cafe Villaggio,1506 Coal Harbour Quay,Coffee & Tea,3.5,73,$,1,49.29124083739769,-123.12787817649406,"49.29124083739769,-123.12787817649406",1506.0
949,Donky Chicken,363 East Broadway,Chicken Shop,4.0,12,,0,49.2629406,-123.0973575,"49.2629406,-123.0973575",3788.0
950,Douce Diner,1490 Pemberton Avenue,Diners,4.5,68,,0,49.3218485,-123.1075641,"49.3218485,-123.1075641",8565.0
951,Daddy's Kitchen,2586 Commercial Drive,Poke,4.0,65,$$,2,49.261521127712,-123.069602362812,"49.261521127712,-123.069602362812",5898.0
952,West Oak Restaurant,1035 Mainland Street,Seafood,3.5,258,$$$,3,49.2764158,-123.1195458,"49.2764158,-123.1195458",2341.0
953,Hachibei Japanese Restaurant,778 16th Avenue W,Japanese,4.0,74,$$,2,49.256899,-123.1215336,"49.256899,-123.1215336",5665.0
954,Curry Fusion,542 Robson Street,Indian,4.5,45,$,1,49.2804427,-123.1184283,"49.2804427,-123.1184283",1126.0
955,CinCin Ristorante + Bar,1154 Robson Street,Italian,4.0,410,$$$,3,49.28516,-123.1263,"49.28516,-123.1263",1627.0
956,Kokomo,2028 Vine Street,Vegetarian,4.5,24,,0,49.26788927199584,-123.1573825,"49.26788927199584,-123.1573825",5088.0
957,Thai Away Home,3315 Cambie Street,Thai,3.5,112,$$,2,49.2556512,-123.1153209,"49.2556512,-123.1153209",4090.0
958,Frankie's Italian Kitchen,765 Beatty Street,Italian,3.5,145,$$,2,49.2779493,-123.1137363,"49.2779493,-123.1137363",1606.0
959,Trattoria,757 Main Street,Italian,3.0,148,$$,2,49.326811,-123.138093,"49.326811,-123.138093",7197.0
960,Maruhachi Ra-men,2858 Main Street,Ramen,3.5,83,$$,2,49.2595687747717,-123.100885950126,"49.2595687747717,-123.100885950126",3979.0
961,The Naam,2724 W 4th Avenue,Burgers,3.5,606,$$,2,49.2683459,-123.1670621,"49.2683459,-123.1670621",5744.0
962,Bar Corso,1556 Commercial Drive,Wine Bars,4.5,3,,0,49.2707051,-123.0694651,"49.2707051,-123.0694651",5187.0
963,Sylvia's Restaurant and Lounge,1154 Gilford Street,Canadian (New),3.0,86,$$,2,49.28864,-123.14242,"49.28864,-123.14242",3096.0
964,BBQ Chicken,4470 Main Street,Korean,4.5,11,,0,49.2448724,-123.1011006,"49.2448724,-123.1011006",5619.0
965,Caffe Mira,3136 Main St,Cafes,4.0,25,$,1,49.2568399,-123.10088,"49.2568399,-123.10088",4380.0
966,Johnnie Fox's Irish Pub,1601 Main Street,Irish,4.0,115,$$,2,49.27142,-123.10129,"49.27142,-123.10129",2843.0
967,Simba’s Grill,201-3300 Boundary Road,African,4.0,13,$$,2,49.254592042411,-123.023027995894,"49.254592042411,-123.023027995894",10260.0
968,Dos Amigos,302 Industrial Avenue,Food Trucks,3.5,5,,0,49.26988240482373,-123.0983276558197,"49.26988240482373,-123.0983276558197",2937.0
969,New Mandarin Seafood Restaurant,4650 Gladstone St,Dim Sum,4.0,199,$$,2,49.2430789410403,-123.062085096174,"49.2430789410403,-123.062085096174",7207.0
970,Saffron Palace,1471 Bellevue Avenue,Specialty Food,4.0,4,,0,49.3274319282241,-123.156363107264,"49.3274319282241,-123.156363107264",8585.0
971,Yaletown Brewing Company,1111 Mainland Street,American (Traditional),3.0,456,$$,2,49.2755483,-123.120817,"49.2755483,-123.120817",2207.0
972,The Pawn Shop YVR,1117 Granville Street,Desserts,4.0,145,$$,2,49.2781054,-123.1252051,"49.2781054,-123.1252051",1714.0
973,16 West,140 16th Street W,Wine Bars,3.5,3,,0,49.3232807,-123.0742185,"49.3232807,-123.0742185",11222.0
974,Kypriaki Mediterranean Grill,1346 Marine Drive,Mediterranean,4.0,51,$$,2,49.32427333932316,-123.11193574416453,"49.32427333932316,-123.11193574416453",8084.0
975,Nonna's Table Cafe & Pizzeria,1489 E Hastings Street,Italian,3.0,29,$$,2,49.2813660649828,-123.074312455088,"49.2813660649828,-123.074312455088",3399.0
976,Sombreros Mexican Products & Taqueria,1290 Howe Street,Mexican,4.0,30,$$,2,49.2766917,-123.1285811,"49.2766917,-123.1285811",2092.0
977,Aroma Eatery,1011-4500 Kingsway,Taiwanese,4.5,20,,0,49.228417734136464,-123.00491628393937,"49.228417734136464,-123.00491628393937",13833.0
978,Curry Hut Indian Bistro,445 Howe Street,Indian,5.0,7,,0,49.2858301,-123.1153158,"49.2858301,-123.1153158",634.0
979,Soup Zone,555 W 12th Ave,Specialty Food,3.5,10,$$,2,49.26086,-123.11629,"49.26086,-123.11629",3719.0
980,Urban Thai Bistro,5607 Dunbar Street,Thai,4.0,9,,0,49.2355556,-123.1854849,"49.2355556,-123.1854849",10291.0
981,Daddy's Grill,4020 No 5 Road,Halal,4.5,153,$$,2,49.1842679432228,-123.091404421526,"49.1842679432228,-123.091404421526",15647.0
982,Nava Creative Kosher Cuisine,950 41st Avenue W,Kosher,4.5,4,$,1,49.233506,-123.125965,"49.233506,-123.125965",8222.0
983,Brazilliant Cafe & Catering,552 Seymour Street,Brazilian,0.0,0,,0,49.283327,-123.114328,"49.283327,-123.114328",699.0
984,Tonton Sushi,4018 Cambie Street,Japanese,4.0,66,$$,2,49.2497178,-123.115173,"49.2497178,-123.115173",6978.0
985,Pizzamia Gourmet Pizza Bar,407 W Broadway,Pizza,4.5,7,,0,49.2633224,-123.1132569,"49.2633224,-123.1132569",3356.0
986,Pete's Meat Butcher Shop & Deli,2817 Arbutus Street,Butcher,4.0,40,$$,2,49.260860269876,-123.153275036231,"49.260860269876,-123.153275036231",5006.0
987,Hem 377,5026 Victoria Drive,Cafes,3.5,19,,0,49.23870228818576,-123.06521393358707,"49.23870228818576,-123.06521393358707",7568.0
988,Ocarina Bar & Lounge,1177 Marinaside Crescent,Lounges,4.0,1,,0,49.2733547,-123.1194983,"49.2733547,-123.1194983",2327.0
989,Carlino Restaurant,1115 Alberni Street,Italian,3.5,17,,0,49.2859149,-123.124482,"49.2859149,-123.124482",1249.0
990,La Buca Restaurant,4025 MacDonald Street,Italian,4.0,61,$$$,3,49.250648,-123.168016,"49.250648,-123.168016",7747.0
991,Tenen,7569 Royal Oak Avenue,Barbeque,4.0,66,$$,2,49.21549,-122.98895,"49.21549,-122.98895",19313.0
992,Wendy's,480 W. 8th Ave.,Fast Food,2.5,51,$,1,49.26368,-123.11455,"49.26368,-123.11455",3216.0
993,Tractor,547 Robson Street,Salad,4.0,78,$$,2,49.2806237171195,-123.118595941751,"49.2806237171195,-123.118595941751",1103.0
994,Bells and Whistles,4497 Dunbar St,Burgers,3.5,8,,0,49.24616929633417,-123.1856117550114,"49.24616929633417,-123.1856117550114",9234.0
995,Pink Peppercorn Seafood House,1485 Kingsway,Seafood,4.0,139,$$$,3,49.2493583,-123.0739159,"49.2493583,-123.0739159",6058.0
996,Farsi Food,1480 Pemberton Avenue,Persian/Iranian,4.5,8,,0,49.3217905,-123.1075651,"49.3217905,-123.1075651",8571.0
997,The Viet Noodle Guy,1902 Rosser Avenue,Vietnamese,4.0,168,$$,2,49.26721987665755,-123.00572763320037,"49.26721987665755,-123.00572763320037",10165.0
998,Corner 23,4008 Cambie Street,Chinese,3.0,128,$$,2,49.24995,-123.11495,"49.24995,-123.11495",7050.0
999,BjornBar Bakery,3053 Edgemont Boulevard,Cafes,4.5,85,$,1,49.3367329007718,-123.100999539816,"49.3367329007718,-123.100999539816",10221.0
